UUID,Council Code,Council Name,Data Type,Data Source,Age Band,Finance Type,Comparative totals,Value
8511301,805,Surrey,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,45331.02264
8511302,805,Surrey,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,13.583535
8511401,805,Surrey,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,22468.15067
8511402,805,Surrey,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,4828.65058
8511502,805,Surrey,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,791.7894198
8511601,805,Surrey,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,31263.85622
8511602,805,Surrey,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,9.1591836
8511701,805,Surrey,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,15467.44762
8511702,805,Surrey,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,6192.296175
8512101,805,Surrey,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,797.010622
8512102,805,Surrey,Mandatory,Bridging Year,-,Income,Other Expenditure,120.6747464
8513203,805,Surrey,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,2065.967534
8513303,805,Surrey,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,779.09901
8326110,807,West Sussex,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,17078
8328110,807,West Sussex,Voluntay,Additional Data,-,Income,Income from Better Care Fund,21374
8510101,807,West Sussex,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,19163
8510102,807,West Sussex,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,7825
8510201,807,West Sussex,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,82035
8510202,807,West Sussex,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,31852
8510301,807,West Sussex,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,16940
8510302,807,West Sussex,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,2503
8510401,807,West Sussex,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,17208
8510402,807,West Sussex,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,12334
8510502,807,West Sussex,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,3544
8510601,807,West Sussex,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,6159
8510602,807,West Sussex,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,772
8510701,807,West Sussex,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,4328
8510702,807,West Sussex,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,683
8511101,807,West Sussex,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,15516
8511102,807,West Sussex,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,7258
8511201,807,West Sussex,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,45421
8511202,807,West Sussex,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,15837
8511301,807,West Sussex,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,22981
8511302,807,West Sussex,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,5350
8511401,807,West Sussex,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,2675
8511402,807,West Sussex,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,504
8511502,807,West Sussex,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,366
8511601,807,West Sussex,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,16350
8511602,807,West Sussex,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,2928
8511701,807,West Sussex,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,18551
8511702,807,West Sussex,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,3231
8512101,807,West Sussex,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,10723
8512102,807,West Sussex,Mandatory,Bridging Year,-,Income,Other Expenditure,1637
8513203,807,West Sussex,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,807,West Sussex,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,17078
8326110,809,Dorset,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,6574
8328110,809,Dorset,Voluntay,Additional Data,-,Income,Income from Better Care Fund,12174
8510101,809,Dorset,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,8921
8510102,809,Dorset,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,400
8510201,809,Dorset,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,59715
8510202,809,Dorset,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,20151
8510301,809,Dorset,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,14723
8510302,809,Dorset,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,6187
8510401,809,Dorset,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,14938
8510402,809,Dorset,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,4199
8510502,809,Dorset,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,2783
8510601,809,Dorset,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,2486
8510602,809,Dorset,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,332
8510701,809,Dorset,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,3225
8510702,809,Dorset,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,51
8511101,809,Dorset,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,7299
8511102,809,Dorset,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,327
8511201,809,Dorset,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,16607
8511202,809,Dorset,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,2124
8511301,809,Dorset,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,2635
8511302,809,Dorset,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,33
8511401,809,Dorset,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,9005
8511402,809,Dorset,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,973
8511502,809,Dorset,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,694
8511601,809,Dorset,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,7496
8511602,809,Dorset,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,428
8511701,809,Dorset,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,15323
8511702,809,Dorset,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,1222
8512101,809,Dorset,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,5014
8512102,809,Dorset,Mandatory,Bridging Year,-,Income,Other Expenditure,1376
8513203,809,Dorset,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,809,Dorset,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,6574
8326110,810,Bournemouth,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,0
8328110,810,Bournemouth,Voluntay,Additional Data,-,Income,Income from Better Care Fund,0
8510101,810,Bournemouth,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,5416
8510102,810,Bournemouth,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,647
8510201,810,Bournemouth,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,21106
8510202,810,Bournemouth,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,5399
8510301,810,Bournemouth,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,6478
8510302,810,Bournemouth,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,162
8510401,810,Bournemouth,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,10200
8510402,810,Bournemouth,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,7788
8510502,810,Bournemouth,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,1246
8510601,810,Bournemouth,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,1968
8510602,810,Bournemouth,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,346
8510701,810,Bournemouth,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,601
8510702,810,Bournemouth,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,58
8511101,810,Bournemouth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,2407
8511102,810,Bournemouth,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,191
8511201,810,Bournemouth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,10081
8511202,810,Bournemouth,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,1219
8511301,810,Bournemouth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,1541
8511302,810,Bournemouth,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,4
8511401,810,Bournemouth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,3442
8511402,810,Bournemouth,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,280
8511502,810,Bournemouth,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,639
8511601,810,Bournemouth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,5857
8511602,810,Bournemouth,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,766
8511701,810,Bournemouth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,4815
8511702,810,Bournemouth,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,1297
8512101,810,Bournemouth,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,2382
8512102,810,Bournemouth,Mandatory,Bridging Year,-,Income,Other Expenditure,7155
8513203,810,Bournemouth,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,3675
8513303,810,Bournemouth,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,0
8326110,811,Poole,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,1673.42229
8328110,811,Poole,Voluntay,Additional Data,-,Income,Income from Better Care Fund,4211
8510101,811,Poole,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,3878.051099
8510102,811,Poole,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,639.294857
8510201,811,Poole,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,14915.49863
8510202,811,Poole,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,7341.537121
8510301,811,Poole,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,9445.9981
8510302,811,Poole,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,204.0572457
8510401,811,Poole,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,1529.606032
8510402,811,Poole,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,758.0839851
8510502,811,Poole,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,2474.110688
8510601,811,Poole,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,850.1413941
8510602,811,Poole,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,0
8510701,811,Poole,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,1515.821089
8510702,811,Poole,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,249.6334399
8511101,811,Poole,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,2888.844677
8511102,811,Poole,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,164.0145034
8511201,811,Poole,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,5233.266524
8511202,811,Poole,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,704.7550589
8511301,811,Poole,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,4999.625246
8511302,811,Poole,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,265.1648846
8511401,811,Poole,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,577.985907
8511402,811,Poole,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,81.25501163
8511502,811,Poole,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,627.6895419
8511601,811,Poole,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,2695.801679
8511602,811,Poole,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,0
8511701,811,Poole,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,6981.172698
8511702,811,Poole,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,1037.044048
8512101,811,Poole,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,1695.019157
8512102,811,Poole,Mandatory,Bridging Year,-,Income,Other Expenditure,822.2692947
8513203,811,Poole,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,60.51461745
8513303,811,Poole,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,1673.42229
8326110,812,Hampshire,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,12067
8328110,812,Hampshire,Voluntay,Additional Data,-,Income,Income from Better Care Fund,
8510101,812,Hampshire,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,14455
8510102,812,Hampshire,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,2194
8510201,812,Hampshire,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,127921
8510202,812,Hampshire,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,58129.6067
8510301,812,Hampshire,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,32606
8510302,812,Hampshire,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,8290
8510401,812,Hampshire,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,20422
8510402,812,Hampshire,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,6411
8510502,812,Hampshire,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,5161
8510601,812,Hampshire,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,11249
8510602,812,Hampshire,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,1886
8510701,812,Hampshire,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,4060
8510702,812,Hampshire,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,2246
8511101,812,Hampshire,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,15785
8511102,812,Hampshire,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,482
8511201,812,Hampshire,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,64787
8511202,812,Hampshire,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,5404.531393
8511301,812,Hampshire,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,39490
8511302,812,Hampshire,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,2731
8511401,812,Hampshire,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,16711
8511402,812,Hampshire,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,1174
8511502,812,Hampshire,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,6155
8511601,812,Hampshire,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,26231
8511602,812,Hampshire,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,1883
