UUID,Council Code,Council Name,Care Type,Activity Provision,Age Bands,Primary support reason,Long Term Support Setting,Short Term Purpose,Data Type,Value,Notes
8624301,910,North Somerset,Short term,In house,Age 85 and over,Support with memory and cognition,-,To maximise independence,Voluntary,0,
8624302,910,North Somerset,Short term,External,Age 85 and over,Support with memory and cognition,-,To maximise independence,Voluntary,80.57,
8624401,910,North Somerset,Short term,In house,Age 85 and over,Learning disability support,-,To maximise independence,Voluntary,0,
8624402,910,North Somerset,Short term,External,Age 85 and over,Learning disability support,-,To maximise independence,Voluntary,0,
8624501,910,North Somerset,Short term,In house,Age 85 and over,Mental health support,-,To maximise independence,Voluntary,0,
8624502,910,North Somerset,Short term,External,Age 85 and over,Mental health support,-,To maximise independence,Voluntary,0,
8632101,910,North Somerset,Long term,In house,Age 65 to 74,Physical support,Residential,-,Voluntary,0,
8632102,910,North Somerset,Long term,External,Age 65 to 74,Physical support,Residential,-,Voluntary,1524.86,
8632201,910,North Somerset,Long term,In house,Age 65 to 74,Sensory support,Residential,-,Voluntary,0,
8632202,910,North Somerset,Long term,External,Age 65 to 74,Sensory support,Residential,-,Voluntary,52.29,
8632301,910,North Somerset,Long term,In house,Age 65 to 74,Support with memory and cognition,Residential,-,Voluntary,0,
8632302,910,North Somerset,Long term,External,Age 65 to 74,Support with memory and cognition,Residential,-,Voluntary,1493.29,
8632401,910,North Somerset,Long term,In house,Age 65 to 74,Learning disability support,Residential,-,Voluntary,0,
8632402,910,North Somerset,Long term,External,Age 65 to 74,Learning disability support,Residential,-,Voluntary,1312.14,
8632501,910,North Somerset,Long term,In house,Age 65 to 74,Mental health support,Residential,-,Voluntary,0,
8632502,910,North Somerset,Long term,External,Age 65 to 74,Mental health support,Residential,-,Voluntary,1618.14,
8632601,910,North Somerset,Long term,In house,Age 75 to 84,Physical support,Residential,-,Voluntary,0,
8632602,910,North Somerset,Long term,External,Age 75 to 84,Physical support,Residential,-,Voluntary,3414.14,
8632701,910,North Somerset,Long term,In house,Age 75 to 84,Sensory support,Residential,-,Voluntary,0,
8632702,910,North Somerset,Long term,External,Age 75 to 84,Sensory support,Residential,-,Voluntary,0,
8632801,910,North Somerset,Long term,In house,Age 75 to 84,Support with memory and cognition,Residential,-,Voluntary,0,
8632802,910,North Somerset,Long term,External,Age 75 to 84,Support with memory and cognition,Residential,-,Voluntary,2338.14,
8632901,910,North Somerset,Long term,In house,Age 75 to 84,Learning disability support,Residential,-,Voluntary,0,
8632902,910,North Somerset,Long term,External,Age 75 to 84,Learning disability support,Residential,-,Voluntary,506.86,
8633001,910,North Somerset,Long term,In house,Age 75 to 84,Mental health support,Residential,-,Voluntary,0,
8633002,910,North Somerset,Long term,External,Age 75 to 84,Mental health support,Residential,-,Voluntary,1405.29,
8633101,910,North Somerset,Long term,In house,Age 85 and over,Physical support,Residential,-,Voluntary,0,
8633102,910,North Somerset,Long term,External,Age 85 and over,Physical support,Residential,-,Voluntary,10097.14,
8633201,910,North Somerset,Long term,In house,Age 85 and over,Sensory support,Residential,-,Voluntary,0,
8633202,910,North Somerset,Long term,External,Age 85 and over,Sensory support,Residential,-,Voluntary,80,
8633301,910,North Somerset,Long term,In house,Age 85 and over,Support with memory and cognition,Residential,-,Voluntary,0,
8633302,910,North Somerset,Long term,External,Age 85 and over,Support with memory and cognition,Residential,-,Voluntary,4235.14,
8633401,910,North Somerset,Long term,In house,Age 85 and over,Learning disability support,Residential,-,Voluntary,0,
8633402,910,North Somerset,Long term,External,Age 85 and over,Learning disability support,Residential,-,Voluntary,148.86,
8633501,910,North Somerset,Long term,In house,Age 85 and over,Mental health support,Residential,-,Voluntary,0,
8633502,910,North Somerset,Long term,External,Age 85 and over,Mental health support,Residential,-,Voluntary,804.14,
8633602,910,North Somerset,Long term,External,Age 65 to 74,Physical support,Nursing,-,Voluntary,803.71,
8633702,910,North Somerset,Long term,External,Age 65 to 74,Sensory support,Nursing,-,Voluntary,24.43,
8633802,910,North Somerset,Long term,External,Age 65 to 74,Support with memory and cognition,Nursing,-,Voluntary,1566.86,
8633902,910,North Somerset,Long term,External,Age 65 to 74,Learning disability support,Nursing,-,Voluntary,173.29,
8634002,910,North Somerset,Long term,External,Age 65 to 74,Mental health support,Nursing,-,Voluntary,271.29,
8634102,910,North Somerset,Long term,External,Age 75 to 84,Physical support,Nursing,-,Voluntary,2238.14,
8634202,910,North Somerset,Long term,External,Age 75 to 84,Sensory support,Nursing,-,Voluntary,0,
8634302,910,North Somerset,Long term,External,Age 75 to 84,Support with memory and cognition,Nursing,-,Voluntary,2325,
8634402,910,North Somerset,Long term,External,Age 75 to 84,Learning disability support,Nursing,-,Voluntary,156.86,
8634502,910,North Somerset,Long term,External,Age 75 to 84,Mental health support,Nursing,-,Voluntary,459.86,
8634602,910,North Somerset,Long term,External,Age 85 and over,Physical support,Nursing,-,Voluntary,6086.29,
8634702,910,North Somerset,Long term,External,Age 85 and over,Sensory support,Nursing,-,Voluntary,23.57,
8634802,910,North Somerset,Long term,External,Age 85 and over,Support with memory and cognition,Nursing,-,Voluntary,2102,
8634902,910,North Somerset,Long term,External,Age 85 and over,Learning disability support,Nursing,-,Voluntary,15,
8635002,910,North Somerset,Long term,External,Age 85 and over,Mental health support,Nursing,-,Voluntary,411.71,
8610101,911,South Gloucestershire,Long term,In house,Age 18 to 64,Physical support,Residential,-,Mandatory,0,
8610102,911,South Gloucestershire,Long term,External,Age 18 to 64,Physical support,Residential,-,Mandatory,588.94,
8610201,911,South Gloucestershire,Long term,In house,Age 18 to 64,Sensory support,Residential,-,Mandatory,0,
8610202,911,South Gloucestershire,Long term,External,Age 18 to 64,Sensory support,Residential,-,Mandatory,52.14,
8610301,911,South Gloucestershire,Long term,In house,Age 18 to 64,Support with memory and cognition,Residential,-,Mandatory,0,
8610302,911,South Gloucestershire,Long term,External,Age 18 to 64,Support with memory and cognition,Residential,-,Mandatory,0,
8610401,911,South Gloucestershire,Long term,In house,Age 18 to 64,Learning disability support,Residential,-,Mandatory,0,
8610402,911,South Gloucestershire,Long term,External,Age 18 to 64,Learning disability support,Residential,-,Mandatory,9979.73,
8610501,911,South Gloucestershire,Long term,In house,Age 18 to 64,Mental health support,Residential,-,Mandatory,0,
8610502,911,South Gloucestershire,Long term,External,Age 18 to 64,Mental health support,Residential,-,Mandatory,576.11,
8610601,911,South Gloucestershire,Long term,In house,Age 65 and over,Physical support,Residential,-,Mandatory,1367.21,
8610602,911,South Gloucestershire,Long term,External,Age 65 and over,Physical support,Residential,-,Mandatory,8218.48,
8610701,911,South Gloucestershire,Long term,In house,Age 65 and over,Sensory support,Residential,-,Mandatory,16.28,
8610702,911,South Gloucestershire,Long term,External,Age 65 and over,Sensory support,Residential,-,Mandatory,75.57,
8610801,911,South Gloucestershire,Long term,In house,Age 65 and over,Support with memory and cognition,Residential,-,Mandatory,723.14,
8610802,911,South Gloucestershire,Long term,External,Age 65 and over,Support with memory and cognition,Residential,-,Mandatory,3252.51,
8610901,911,South Gloucestershire,Long term,In house,Age 65 and over,Learning disability support,Residential,-,Mandatory,0,
8610902,911,South Gloucestershire,Long term,External,Age 65 and over,Learning disability support,Residential,-,Mandatory,3854.82,
8611001,911,South Gloucestershire,Long term,In house,Age 65 and over,Mental health support,Residential,-,Mandatory,194.73,
8611002,911,South Gloucestershire,Long term,External,Age 65 and over,Mental health support,Residential,-,Mandatory,2760.56,
8611102,911,South Gloucestershire,Long term,External,Age 18 to 64,Physical support,Nursing,-,Mandatory,1021.95,
8611202,911,South Gloucestershire,Long term,External,Age 18 to 64,Sensory support,Nursing,-,Mandatory,0,
8611302,911,South Gloucestershire,Long term,External,Age 18 to 64,Support with memory and cognition,Nursing,-,Mandatory,67.57,
8611402,911,South Gloucestershire,Long term,External,Age 18 to 64,Learning disability support,Nursing,-,Mandatory,600.55,
8611502,911,South Gloucestershire,Long term,External,Age 18 to 64,Mental health support,Nursing,-,Mandatory,119.85,
8611602,911,South Gloucestershire,Long term,External,Age 65 and over,Physical support,Nursing,-,Mandatory,11500.2,
8611702,911,South Gloucestershire,Long term,External,Age 65 and over,Sensory support,Nursing,-,Mandatory,116.15,
8611802,911,South Gloucestershire,Long term,External,Age 65 and over,Support with memory and cognition,Nursing,-,Mandatory,3491.98,
8611902,911,South Gloucestershire,Long term,External,Age 65 and over,Learning disability support,Nursing,-,Mandatory,747.84,
8612002,911,South Gloucestershire,Long term,External,Age 65 and over,Mental health support,Nursing,-,Mandatory,2684.24,
8622101,911,South Gloucestershire,Short term,In house,Age 18 to 64,Physical support,-,To maximise independence,Mandatory,0,
8622102,911,South Gloucestershire,Short term,External,Age 18 to 64,Physical support,-,To maximise independence,Mandatory,363.58,
8622201,911,South Gloucestershire,Short term,In house,Age 18 to 64,Sensory support,-,To maximise independence,Mandatory,0,
8622202,911,South Gloucestershire,Short term,External,Age 18 to 64,Sensory support,-,To maximise independence,Mandatory,1,
8622301,911,South Gloucestershire,Short term,In house,Age 18 to 64,Support with memory and cognition,-,To maximise independence,Mandatory,0,
8622302,911,South Gloucestershire,Short term,External,Age 18 to 64,Support with memory and cognition,-,To maximise independence,Mandatory,20.14,
8622401,911,South Gloucestershire,Short term,In house,Age 18 to 64,Learning disability support,-,To maximise independence,Mandatory,0,
8622402,911,South Gloucestershire,Short term,External,Age 18 to 64,Learning disability support,-,To maximise independence,Mandatory,1155,
8622501,911,South Gloucestershire,Short term,In house,Age 18 to 64,Mental health support,-,To maximise independence,Mandatory,0,
8622502,911,South Gloucestershire,Short term,External,Age 18 to 64,Mental health support,-,To maximise independence,Mandatory,7.43,
8622601,911,South Gloucestershire,Short term,In house,Age 65 and over,Physical support,-,To maximise independence,Mandatory,113.41,
8622602,911,South Gloucestershire,Short term,External,Age 65 and over,Physical support,-,To maximise independence,Mandatory,4952.11,
8622701,911,South Gloucestershire,Short term,In house,Age 65 and over,Sensory support,-,To maximise independence,Mandatory,5.57,
8622702,911,South Gloucestershire,Short term,External,Age 65 and over,Sensory support,-,To maximise independence,Mandatory,26.13,
8622801,911,South Gloucestershire,Short term,In house,Age 65 and over,Support with memory and cognition,-,To maximise independence,Mandatory,17.57,
8622802,911,South Gloucestershire,Short term,External,Age 65 and over,Support with memory and cognition,-,To maximise independence,Mandatory,419.73,
8622901,911,South Gloucestershire,Short term,In house,Age 65 and over,Learning disability support,-,To maximise independence,Mandatory,0,
8622902,911,South Gloucestershire,Short term,External,Age 65 and over,Learning disability support,-,To maximise independence,Mandatory,11.86,
8623001,911,South Gloucestershire,Short term,In house,Age 65 and over,Mental health support,-,To maximise independence,Mandatory,0,
8623002,911,South Gloucestershire,Short term,External,Age 65 and over,Mental health support,-,To maximise independence,Mandatory,100.43,
8623101,911,South Gloucestershire,Short term,In house,Age 65 to 74,Physical support,-,To maximise independence,Voluntary,21,
8623102,911,South Gloucestershire,Short term,External,Age 65 to 74,Physical support,-,To maximise independence,Voluntary,699.44,
8623201,911,South Gloucestershire,Short term,In house,Age 65 to 74,Sensory support,-,To maximise independence,Voluntary,0,
8623202,911,South Gloucestershire,Short term,External,Age 65 to 74,Sensory support,-,To maximise independence,Voluntary,0,
8623301,911,South Gloucestershire,Short term,In house,Age 65 to 74,Support with memory and cognition,-,To maximise independence,Voluntary,0,
8623302,911,South Gloucestershire,Short term,External,Age 65 to 74,Support with memory and cognition,-,To maximise independence,Voluntary,100.58,
8623401,911,South Gloucestershire,Short term,In house,Age 65 to 74,Learning disability support,-,To maximise independence,Voluntary,0,
8623402,911,South Gloucestershire,Short term,External,Age 65 to 74,Learning disability support,-,To maximise independence,Voluntary,11.86,
8623501,911,South Gloucestershire,Short term,In house,Age 65 to 74,Mental health support,-,To maximise independence,Voluntary,0,
