,,,,,NW,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,EM,EM,EM,EM,EM,EM,EM,EM,EM,E,E,SE,E,E,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,SE,SE,SE,SW,SW,SW,SE,SE,SE,SE,SE,SW,SW,SE,SE,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
Short term,Age 65 and over,Sensory support,Total,Net total expenditure,1.91,0,167,45.1,239,16,14,7,1,0,38,0,0,0,53,0,61,0,0.34,16,68,34,0,163.51,0,0,193,3,82,6,0,-4,4,28,14,31,4.28,38,19,3,1,20,45,0,0,74.79,29,8,112.56,17,0,94.77,25.81,112.23,0,71.28,0,90,127,8,8,46,1.32,2,380,60,183,162,24,14,0,813.76,123,3,101.1,0,52.53,0,12,0,0,0,10.93,0,0,13.8,0,7.82,0,11,15.04,0,21,35.29,48.07,0,-0.27,0,0,7.97,0.01,0,10,0,3,0,-7,8.52,0,0,0,11.59,20.69,9,28.8,10,7,0,0,2,19,8.05,1,17,13,0,23.48,1228.24,1,26,0,0,1208,0,0,582,0,2,4,160,17,34.38,0,52,0,0,0,8.23,1,1,166,9.03
Short term,Age 65 and over,Sensory support,Total,Gross total expenditure,16.72,0,178,50.6,239,16,18,10,2,0,42,0,0,0,53,0,63,0,0.34,16,80,38,0,214.69,0,0,212,3,84,6,0,42,4,43,14,31,5.18,38,20,3,1,23,45,0,0,114.55,34,8,211.19,17,0,94.77,46.96,118.75,0,71.28,0,98,127,8,8,46,1.83,2,447,61,217,162,24,14,0,813.76,150,3,101.1,0,52.53,0,12,0,0,0,10.93,0,0,13.8,0,7.82,0,11,25.33,0,21,35.29,48.07,0,-0.27,0,0,9.24,0.01,0,10,2,3,0,-7,12.12,0,0,0,11.59,26.04,13,28.8,10,7,0,0,2,19,22.02,1,17,13,0,33.14,1252.3,1,26,0,0,1219,0,0,607,0,2,4,188,17,40.31,0,52,0,0,0,8.23,1,1,176,9.03
Short term,Age 65 and over,Sensory support,Total,Capital charges: own provision,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,Total,Capital charges: provision by others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,Total,Net current expenditure,1.91,0,159,45.1,239,15,14,7,1,0,38,0,0,0,53,0,61,0,0.34,16,65,34,0,163.51,0,0,193,3,82,6,0,-4,4,28,14,31,4.28,38,19,3,1,20,45,0,0,74.79,29,8,112.56,17,0,94.77,25.81,103.57,0,71.28,0,90,127,8,8,46,0.59,2,380,60,183,162,24,14,0,813.63,123,3,101.1,0,52.53,0,12,0,0,0,10.93,0,0,13.8,0,7.82,0,11,15.04,0,21,35.29,48.07,0,-0.27,0,0,7.97,0.01,0,10,0,3,0,-7,8.52,0,0,0,11.59,20.69,9,28.8,10,7,0,0,2,19,8.05,1,17,13,0,23.48,1228.24,1,26,0,0,1208,0,0,621,0,2,4,160,17,34.38,0,52,0,0,0,8.23,1,1,166,9.03
Short term,Age 65 and over,Sensory support,Total,Gross current expenditure,16.72,0,170,50.6,239,15,18,10,2,0,42,0,0,0,53,0,63,0,0.34,16,77,38,0,214.69,0,0,212,3,84,6,0,42,4,43,14,31,5.18,38,20,3,1,23,45,0,0,114.55,34,8,211.19,17,0,94.77,46.96,110.09,0,71.28,0,98,127,8,8,46,1.1,2,447,61,217,162,24,14,0,813.63,150,3,101.1,0,52.53,0,12,0,0,0,10.93,0,0,13.8,0,7.82,0,11,25.33,0,21,35.29,48.07,0,-0.27,0,0,9.24,0.01,0,10,2,3,0,-7,12.12,0,0,0,11.59,26.04,13,28.8,10,7,0,0,2,19,22.02,1,17,13,0,33.14,1252.3,1,26,0,0,1219,0,0,646,0,2,4,188,17,40.31,0,52,0,0,0,8.23,1,1,176,9.03
Short term,Age 65 and over,Sensory support,Total,Gross SSMSS,16.72,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,302.07,0,0,0,0,0,0,0,0,0,0,18,0,0,0,23,0,0,0,46.83,0,0,0,0,0,0,21,0,0,1.11,14.08,0,0,0,0,0,0,0,6,0.08,0,0,0,0,0,0,0,0,0,157,0,0,0,16.8,0,0,0,0,0,1.93,0,0,0,0,0.54,0,136,0,0,0,0,0,0,0,0,0,0,1.45,0,10,0,0,0,0,12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,277.29,1166,88,0,0,0,0.02,0,0,0,0
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Gross total cost: own provision,174.31,0,141,90.9,604.5,186,0,0,9,0,72,0,30,97,51,0,688,913,56.4,57,1650,0,0,0,0,80.76,409,0,244,110,0,0,84,97,1704,0,10.66,15,52,8,0,3,10.79,0,0,186.98,24,20,0,135,0,302.79,763.58,245.37,0,136.34,0,99,400,189,0,415,0,6,0,0,37,1,669,74,22,316.08,88,0,174.85,0,813.94,0,0,0,0,28.81,197.19,0,3,0,0,0,72,73,0,0,167,0,25.14,0,0,0,0,0,110.17,0,114,0,0,0,0,0,0,0,0,0,3.26,51,6.65,0,0,6.13,5,0,0,14.06,0,5,23,0,119.59,159.14,0,58,332,0,323,0,0,500,0,0,0,1257,0,11.77,191,0,0,0,942,16.41,2,0,0,0
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Gross total cost: provision by others,0,0,0,0,320.5,0,16,373,142,0,0,0,23,49,0,0,0,0,0,0,0,0,0,0,0,0,56,20,0,0,0,9,0,47,1236,0,0.85,0,22,0,2,12,6.15,0,0,133.24,48,0,0,0,0,16,12.68,0,0,7.02,146,0,1,120,79,0,26,6,25,759,0,0,27,0,0,88.78,0,153,0,0,1.63,214,50,0,0,28.22,0,125,0,21.6,0,1.54,107,165,5.92,0,10,6.7,0,0,0,34,0,81.48,0,0,0,0,1,0,0,148.92,0,0,15,4.51,265,0,12.51,12,6,8.93,0,0,0,64.27,1,39,0,0,0,0,0,1,14,0,134,0,0,0,0,19,17,37,174,120.67,649,21,0,31,0,62.08,0,0,12,0
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Gross total cost: grants to voluntary org,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.53,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Gross total cost: total expenditure,174.31,0,141,90.9,925.01,221,16,373,151,0,72,0,53,146,51,0,688,913,56.4,57,1650,0,0,0,43,80.76,465,20,244,110,0,9,84,144,2940,0,11.51,15,74,8,2,15,16.95,0,0,320.23,72,20,0,135,0,320.79,776.26,245.37,0,143.36,146,99,401,309,79,415,26,12,25,759,37,1,696,74,22,404.85,88,153,174.85,0,815.57,214,50,0,0,57.04,197.19,125,3,21.6,0,1.54,179,238,5.92,0,177,6.7,32.04,0,0,34,0,81.48,110.17,0,114,0,1,0,0,148.92,0,0,15,4.51,268.26,51,19.16,12,6,15.06,5,0,0,78.32,1,44,23,0,119.59,159.14,0,59,346,0,457,0,0,500,0,19,17,1294,174,145.97,840,21,0,31,942,78.5,2,0,12,0
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Income: client contributions,0,0,6,0.9,0,1,2,149,34,0,0,0,0,0,0,0,10,0,3.16,0,1,0,0,0,0,0,42,0,3,0,0,0,0,63,0,0,0.22,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,7.68,6.47,0,0,0,48,6,163,0,1,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,5.83,0,0,0,0,0,0,0,15.94,0,0,0,0,11.61,15,0,0,0,0,0,0,0,7.38,0,0,0,0,0.62,0,0,1,7,0,0,0,0,18,0,0,0,86,32,3.11,259,0,0,0,0,0,1,0,0,4.91
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Income: joint arrangements,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,38.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,36.28,110.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Income: Income from NHS,0,0,2,40.3,295.94,71,4,0,4,0,23,0,33,146,7,0,38,532,51.74,46,446,0,0,0,0,46.98,3,0,179,31,0,0,77,0,1956,0,0,8,8,8,0,0,0.33,0,0,254.31,0,0,0,23,0,6.96,428.4,152.76,0,0,0,45,355,230,16,52,0,5,0,199,2,0,194,2,0,14.71,5,130,127.32,0,5.61,0,0,0,0,7.54,157,0,1,0,0,0,24,410,0,0,116,3.17,0,0,0,0,0,0,0,0,0,0,0,0,21,10.98,0,0,13,0,8.21,0,1.11,0,4,0,3,0,0,13.31,0,0,18,0,1.24,0,0,0,5,0,0,0,0,59,0,0,0,565,0,109.49,12,6,0,0,0,0,0,0,12,0
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Income: other income,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,2.58,0,0.07,0,0,0,0,0,6,0,9,0,0,0,94,0,0,6,0,0,0.26,0,4,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,1,0,0,0,0,0,0,0,0,0,0,0,0,32.14,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0.22,0,0,0,31,0,0,0,0,0,0
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Income: total,0,0,10,41.2,295.94,72,6,149,39,0,23,0,33,146,7,0,101,532,54.9,46,447,0,0,0,0,46.98,45,0,182,34,0,0,77,63,2042,0,0.22,8,9,8,0,0,0.48,0,0,292.32,10,0,0,23,0,9.54,436.08,159.3,0,0,0,93,361,399,16,62,0,5,0,356,2,0,200,2,0,14.97,5,134,132.37,0,27.55,0,0,0,0,8.78,157,0,1,0,0,0,88,410,0,0,116,3.17,0,0,0.08,0,0,42.11,110.12,0,0,0,0,0,21,26.92,0,0,13,0,21.91,16,1.11,0,4,0,3,0,0,20.68,0,0,18,0,34,0,0,1,45,0,0,0,0,78,0,0,0,654,32,112.82,271,11,0,31,0,0,1,0,12,4.91
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Net total expenditure,174.31,0,131,49.7,629.06,149,10,224,112,0,49,0,20,0,44,0,587,381,1.5,11,1203,0,0,0,43,33.77,420,20,62,76,0,9,7,81,898,0,11.29,7,65,0,2,15,16.47,0,0,27.9,62,20,0,112,0,311.25,340.18,86.07,0,143.36,146,6,40,-90,63,353,26,7,25,403,35,1,496,72,22,389.89,83,19,42.48,0,788.02,214,50,0,0,48.26,40.19,125,2,21.6,0,1.54,91,-172,5.92,0,61,3.53,32.04,0,-0.08,34,0,39.37,0.04,0,114,0,1,0,-21,122,0,0,2,4.51,246.35,35,18.05,12,2,15.06,2,0,0,57.64,1,44,5,0,85.59,159.14,0,58,301,0,457,0,0,422,0,19,17,640,142,33.15,569,10,0,0,942,78.5,1,0,0,-4.91
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Gross total expenditure,174.31,0,137,50.6,629.06,150,12,373,146,0,49,0,20,0,44,0,597,381,4.66,11,1204,0,0,0,43,33.77,462,20,65,76,0,9,7,144,898,0,11.51,7,66,0,2,15,16.47,0,0,27.9,72,20,0,112,0,311.25,347.86,92.54,0,143.36,146,54,46,73,63,354,26,7,25,466,35,1,496,72,22,389.89,83,19,42.48,0,788.02,214,50,0,0,49.5,40.19,125,2,21.6,0,1.54,155,-172,5.92,0,61,3.53,32.04,0,-0.08,34,0,45.2,0.04,0,114,0,1,0,-21,137.94,0,0,2,4.51,257.96,50,18.05,12,2,15.06,2,0,0,65.02,1,44,5,0,86.21,159.14,0,59,308,0,457,0,0,440,0,19,17,726,174,36.26,828,10,0,0,942,78.5,2,0,0,0
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Capital charges: own provision,0,0,4,0,0,9,0,0,1,0,0,0,0,0,0,0,49,21,3.74,0,14,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.48,4.21,0,0,0,0,0,43,0,5,0,0,0,0,0,0,2,0,0,0.31,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,0,0,0,-216,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Capital charges: provision by others,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Net current expenditure,174.31,0,127,49.7,629.06,139,10,224,111,0,49,0,20,0,44,0,538,360,-2.24,11,1189,0,0,0,43,33.37,420,20,62,76,0,9,7,81,898,0,11.29,7,65,0,2,15,16.47,0,0,27.9,62,20,0,112,0,311.25,354.65,81.86,0,143.36,146,6,40,-133,63,348,26,7,25,382,35,1,494,72,22,389.57,83,19,42.48,0,788.02,214,50,0,0,47.64,40.19,125,2,21.6,0,1.54,91,-172,5.92,0,61,3.53,32.04,0,-0.08,34,0,39.37,0.04,0,114,0,1,0,-21,122,0,0,2,4.51,246.35,35,18.05,12,2,15.06,2,0,0,57.64,1,44,5,0,85.59,159.14,0,58,301,0,457,0,0,450,0,19,17,856,142,33.15,569,10,0,0,942,78.5,1,0,0,-4.91
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Gross current expenditure,174.31,0,133,50.6,629.06,140,12,373,145,0,49,0,20,0,44,0,548,360,0.92,11,1190,0,0,0,43,33.37,462,20,65,76,0,9,7,144,898,0,11.51,7,66,0,2,15,16.47,0,0,27.9,72,20,0,112,0,311.25,362.33,88.32,0,143.36,146,54,46,30,63,349,26,7,25,445,35,1,494,72,22,389.57,83,19,42.48,0,788.02,214,50,0,0,48.87,40.19,125,2,21.6,0,1.54,155,-172,5.92,0,61,3.53,32.04,0,-0.08,34,0,45.2,0.04,0,114,0,1,0,-21,137.94,0,0,2,4.51,257.96,50,18.05,12,2,15.06,2,0,0,65.02,1,44,5,0,86.21,159.14,0,59,308,0,457,0,0,468,0,19,17,942,174,36.26,828,10,0,0,942,78.5,2,0,0,0
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Gross SSMSS,174.31,0,0,0,60,3,1,0,4,0,0,0,1,0,0,0,0,126,56.4,0,0,0,0,214.17,0,0,0,0,0,0,0,0,0,0,399,0,0,0,74,0,0,0,16.95,0,0,0,0,0,0,135,0,0,64.94,14.08,0,0,0,0,0,0,0,47,0,0,0,0,0,10,0,0,0,0,88,0,0,0,0,0,0,0,0,0,7.19,0,0,0,0,0.11,0,238,0,0,0,0,0,0,0,1,0,0,5.76,0,114,0,0,0,0,148.92,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,3,11.77,55,11,0,0,0,0.32,0,0,0,0
Short term,Age 65 and over,Support with memory and cognition,Other short term,Gross total cost: own provision,0,0,740,403.5,0,0,0,82,0,0,0,0,1,0,0,0,264,1,0,2018,202,45,19,73.85,0,0,0,0,529,0,0,0,0,0,31,0,0,0,3,9,0,0,0,0,0,29.13,0,0,452.65,0,0,0,0,0,0,2.58,0,214,0,0,0,319,0,0,0,0,220,0,0,0,0,137.58,244,0,0,0,127.33,0,0,0,0,0,0,0,1,0,0,105.82,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,39.07,42.48,48,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Support with memory and cognition,Other short term,Gross total cost: provision by others,102.92,0,27,250.2,0,0,0,0,0,0,563,0,191,0,341,0,2342,400,0,227,228,110,125,363.2,20,217.38,0,0,14,0,0,9,0,123,580,0,0,23,95,80,0,164,0,0,0,567.88,0,216,851.92,0,0,0,44.21,13.48,0,15.26,0,237,385,0,0,208,0,0,388,5394,212,1,0,92,0,573.62,671,595,0,0,268.73,0,0,0,0,13.17,0,0,0,0,0,2.45,0,11,0,21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,14.18,0,0,28,51,0,230.44,0,0,16,9,537.64,0,8,0,0,0,0,19,0,713.37,683.93,295,84,128,0,42,0,44,0,3,0,0,821,0,0,0,0,0,0,7,49.83,62,0,408,160.4
Short term,Age 65 and over,Support with memory and cognition,Other short term,Gross total cost: grants to voluntary org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,89.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0
Short term,Age 65 and over,Support with memory and cognition,Other short term,Gross total cost: total expenditure,102.92,0,767,653.7,0,0,0,82,0,0,563,0,192,0,341,0,2606,401,0,2245,432,155,144,437.05,20,217.38,0,0,543,0,0,9,0,123,611,0,0,23,98,89,0,164,0,0,0,597.01,0,216,1304.57,0,0,0,44.21,13.48,0,17.83,0,451,385,0,0,577,0,0,388,5394,432,1,0,92,0,711.2,915,595,0,0,585.9,0,0,0,0,13.17,0,0,1,0,0,108.27,0,11,0,21,82,0,0,0,0,0,0,0,0,0,0,0,0,0,14.18,0,0,28,51,0,232.61,0,0,16,9,537.64,0,11,0,0,0,0,19,0,752.45,816.23,343,111,128,0,42,0,44,0,3,0,0,821,0,0,0,0,0,0,390,49.83,62,0,408,160.4
Short term,Age 65 and over,Support with memory and cognition,Other short term,Income: client contributions,103.54,0,78,52.4,0,0,0,0,0,0,215,0,52,0,88,0,44,0,0,329,116,30,22,109.99,7,73.42,0,0,28,0,0,0,0,43,0,0,0,0,25,0,0,58,0,0,0,186.92,0,56,411.35,0,0,0,18.69,0.06,0,0,0,260,0,0,0,32,0,0,60,965,91,0,0,0,0,8.96,288,29,0,0,0,0,0,0,0,2.1,0,0,0,0,0,30.44,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7.74,0,0,0,0,21.84,0,92,0,0,0,0,0,0,204.57,34.36,5,27,19,0,3,0,9,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,52,54.91
Short term,Age 65 and over,Support with memory and cognition,Other short term,Income: joint arrangements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Support with memory and cognition,Other short term,Income: Income from NHS,0,0,25,198,0,0,0,5,0,0,2,0,69,0,0,0,0,0,0,55,100,14,0,42.92,0,0.73,0,0,87,0,0,0,0,0,80,0,0,2,0,89,0,0,0,0,0,134.66,0,0,0,0,0,0,0,0,0,3.93,0,0,307,0,0,111,0,0,6,0,33,0,0,33,0,124.54,15,103,0,0,3.45,0,0,0,0,0,0,0,0,0,0,66.75,0,8,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47,0,0,0,0,9.07,0,0,0,0,0,0,0,0,46.1,78.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
Short term,Age 65 and over,Support with memory and cognition,Other short term,Income: other income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0.42,3,0,0,0,17.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Support with memory and cognition,Other short term,Income: total,103.54,0,103,250.4,0,0,0,5,0,0,217,0,121,0,88,0,44,0,0,443,217,44,22,152.91,7,74.48,0,0,115,0,0,0,0,43,82,0,0,2,25,89,0,58,0,0,0,336.89,0,56,411.35,0,0,0,18.69,0.06,0,3.93,0,260,307,0,0,143,0,0,66,965,155,0,0,33,0,133.92,306,132,0,0,23.03,0,0,0,0,2.1,0,0,0,0,0,97.18,0,8,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14.61,0,0,0,0,30.91,0,92,0,0,0,0,0,0,258.01,119.68,5,27,19,0,3,0,9,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,97,54.91
Short term,Age 65 and over,Support with memory and cognition,Other short term,Net total expenditure,-0.62,0,664,403.3,0,0,0,77,0,0,346,0,71,0,253,0,2562,401,0,1802,215,111,122,284.15,13,142.9,0,0,428,0,0,9,0,80,529,0,0,21,73,0,0,106,0,0,0,260.12,0,160,893.22,0,0,0,25.52,13.43,0,13.9,0,191,78,0,0,434,0,0,322,4429,277,1,0,59,0,577.28,609,463,0,0,562.88,0,0,0,0,11.07,0,0,1,0,0,11.09,0,3,0,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,14.18,0,0,28,40,0,218.01,0,0,16,9,506.73,0,-81,0,0,0,0,19,0,494.44,696.54,338,84,109,0,39,0,35,0,3,0,0,479,0,0,0,0,0,0,390,49.83,62,0,311,105.49
Short term,Age 65 and over,Support with memory and cognition,Other short term,Gross total expenditure,102.92,0,742,455.7,0,0,0,77,0,0,561,0,123,0,341,0,2606,401,0,2131,331,141,144,394.13,20,216.32,0,0,456,0,0,9,0,123,529,0,0,21,98,0,0,164,0,0,0,447.04,0,216,1304.57,0,0,0,44.21,13.48,0,13.9,0,451,78,0,0,466,0,0,382,5394,368,1,0,59,0,586.24,897,492,0,0,562.88,0,0,0,0,13.17,0,0,1,0,0,41.53,0,3,0,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,14.18,0,0,28,51,0,225.75,0,0,16,9,528.56,0,11,0,0,0,0,19,0,699.01,730.9,343,111,128,0,42,0,44,0,3,0,0,821,0,0,0,0,0,0,390,49.83,62,0,363,160.4
Short term,Age 65 and over,Support with memory and cognition,Other short term,Capital charges: own provision,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,174,22,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Support with memory and cognition,Other short term,Capital charges: provision by others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
